age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
49,services,married,secondary,388,false,false,telephone,31,jul,1032,4,-1,0,unknown,true
46,services,married,secondary,2703,false,false,cellular,11,aug,211,6,-1,0,unknown,false
46,services,married,secondary,1516,false,false,cellular,14,aug,133,4,-1,0,unknown,false
47,services,married,secondary,1764,false,true,cellular,26,aug,119,6,-1,0,unknown,false
53,services,married,secondary,2262,false,false,cellular,28,aug,116,8,-1,0,unknown,false
35,services,married,secondary,-50,false,false,cellular,2,feb,71,1,-1,0,unknown,false
43,housemaid,married,primary,522,false,false,unknown,5,jun,86,1,-1,0,unknown,false
60,housemaid,married,unknown,10285,false,false,unknown,6,jun,174,2,-1,0,unknown,false
50,housemaid,married,secondary,1484,false,false,unknown,9,jun,213,1,-1,0,unknown,false
46,housemaid,married,unknown,1035,false,false,unknown,16,jun,703,1,-1,0,unknown,false
55,housemaid,married,primary,2152,false,false,unknown,19,jun,922,2,-1,0,unknown,true
26,housemaid,married,primary,158,false,true,cellular,8,jul,416,4,-1,0,unknown,false
60,housemaid,married,primary,0,false,true,telephone,22,jul,124,1,-1,0,unknown,false
57,housemaid,married,primary,1142,false,false,cellular,5,aug,238,2,-1,0,unknown,false
38,housemaid,married,primary,3918,false,false,cellular,27,aug,101,3,-1,0,unknown,false
53,housemaid,married,primary,945,false,false,cellular,29,jan,82,2,-1,0,unknown,false
82,housemaid,married,primary,2140,false,false,telephone,14,apr,118,6,-1,0,unknown,false
57,management,married,primary,0,false,false,unknown,19,may,455,1,-1,0,unknown,false
38,management,married,tertiary,49,false,false,unknown,30,may,108,3,-1,0,unknown,false
43,management,married,tertiary,356,false,false,unknown,5,jun,80,1,-1,0,unknown,false
56,management,married,primary,7747,false,false,unknown,5,jun,103,2,-1,0,unknown,false
46,management,married,unknown,2296,false,false,unknown,5,jun,67,2,-1,0,unknown,false
35,management,married,tertiary,482,false,false,unknown,6,jun,129,2,-1,0,unknown,false
53,management,married,secondary,2522,false,false,unknown,9,jun,478,2,-1,0,unknown,false
45,management,married,tertiary,409,false,false,unknown,11,jun,144,1,-1,0,unknown,false
36,management,married,tertiary,336,false,false,unknown,11,jun,178,7,-1,0,unknown,false
58,management,married,primary,0,false,false,unknown,12,jun,77,6,-1,0,unknown,false
39,management,married,tertiary,47,false,false,unknown,16,jun,84,3,-1,0,unknown,false
52,management,married,tertiary,0,false,false,unknown,20,jun,166,1,-1,0,unknown,false
44,management,married,tertiary,368,false,false,cellular,9,jul,73,3,-1,0,unknown,false
43,management,married,tertiary,348,false,true,cellular,15,jul,88,3,-1,0,unknown,false
59,management,married,tertiary,1889,false,false,cellular,21,jul,256,1,-1,0,unknown,false
56,management,married,tertiary,-1493,false,true,cellular,28,jul,119,4,-1,0,unknown,false
37,management,married,tertiary,0,false,false,cellular,4,aug,96,1,-1,0,unknown,false
51,management,married,tertiary,2430,false,false,cellular,4,aug,266,2,-1,0,unknown,false
53,management,married,tertiary,2578,false,false,cellular,4,aug,958,2,-1,0,unknown,false
34,management,married,tertiary,697,false,false,cellular,5,aug,166,1,-1,0,unknown,false
32,management,married,tertiary,3158,false,true,cellular,5,aug,142,1,-1,0,unknown,false
39,management,married,tertiary,1836,false,false,cellular,6,aug,902,3,-1,0,unknown,true
47,management,married,secondary,7,false,false,telephone,8,aug,53,2,-1,0,unknown,false
47,management,married,tertiary,838,false,false,cellular,11,aug,72,3,-1,0,unknown,false
34,management,married,tertiary,5665,false,false,cellular,11,aug,72,4,-1,0,unknown,false
34,management,married,tertiary,724,false,false,cellular,18,aug,92,7,-1,0,unknown,false
53,management,married,tertiary,210,false,false,cellular,19,aug,96,2,-1,0,unknown,false
38,management,married,tertiary,1555,false,false,cellular,20,aug,66,5,-1,0,unknown,false
50,management,married,tertiary,0,false,false,cellular,21,aug,89,2,-1,0,unknown,false
30,management,married,tertiary,151,false,false,cellular,21,aug,121,1,-1,0,unknown,false
46,management,married,tertiary,144,false,false,cellular,22,aug,79,4,-1,0,unknown,false
51,management,married,tertiary,79,false,true,cellular,22,aug,209,7,-1,0,unknown,false
44,management,married,tertiary,254,false,false,cellular,26,aug,224,6,-1,0,unknown,false
53,management,married,tertiary,761,false,true,cellular,28,aug,85,6,-1,0,unknown,false
49,management,married,tertiary,146,false,false,cellular,29,aug,86,2,-1,0,unknown,false
56,management,married,tertiary,665,false,false,cellular,29,aug,25,12,-1,0,unknown,false
52,management,married,tertiary,2901,false,false,cellular,17,nov,223,2,-1,0,unknown,false
41,management,married,tertiary,-195,false,true,cellular,20,nov,112,1,-1,0,unknown,false
59,management,married,unknown,3534,false,false,cellular,21,nov,216,4,-1,0,unknown,false
60,management,married,primary,130,false,false,cellular,28,jan,374,2,-1,0,unknown,false
51,management,married,tertiary,371,false,false,telephone,4,feb,52,1,-1,0,unknown,false
45,management,married,secondary,1134,false,true,cellular,9,feb,102,4,-1,0,unknown,false
53,management,married,tertiary,8627,false,false,cellular,10,feb,66,1,-1,0,unknown,false
61,management,married,tertiary,5157,false,false,cellular,13,mar,432,1,-1,0,unknown,false
61,management,married,tertiary,267,false,false,cellular,20,apr,190,1,-1,0,unknown,true
45,management,married,tertiary,160,false,false,cellular,30,apr,619,1,-1,0,unknown,true
55,management,married,unknown,3122,false,false,cellular,8,jul,349,1,-1,0,unknown,true
41,management,married,tertiary,1092,false,false,cellular,5,aug,736,1,-1,0,unknown,true
35,management,married,tertiary,2717,false,false,cellular,13,aug,394,6,-1,0,unknown,true
33,technician,married,secondary,0,false,false,unknown,9,may,120,1,-1,0,unknown,false
39,technician,married,secondary,501,false,false,unknown,26,may,289,1,-1,0,unknown,false
42,technician,married,secondary,2,false,false,unknown,29,may,249,2,-1,0,unknown,false
45,technician,married,tertiary,1780,false,false,unknown,9,jun,464,1,-1,0,unknown,false
37,technician,married,secondary,603,false,false,unknown,18,jun,339,2,-1,0,unknown,false
56,technician,married,unknown,9246,false,false,unknown,20,jun,143,3,-1,0,unknown,false
57,technician,married,secondary,0,false,false,cellular,29,jul,109,2,-1,0,unknown,false
32,technician,married,secondary,84,false,true,cellular,29,jul,403,3,-1,0,unknown,false
48,technician,married,secondary,1600,false,false,cellular,5,aug,117,1,-1,0,unknown,false
42,technician,married,tertiary,3530,false,false,cellular,5,aug,33,4,-1,0,unknown,false
47,technician,married,tertiary,3690,false,false,cellular,7,aug,228,2,-1,0,unknown,false
35,technician,married,tertiary,416,false,false,cellular,11,aug,591,4,-1,0,unknown,false
45,technician,married,tertiary,548,false,false,cellular,11,aug,108,4,-1,0,unknown,false
54,technician,married,secondary,2225,false,true,cellular,13,aug,73,2,-1,0,unknown,false
43,technician,married,secondary,328,false,false,cellular,22,aug,79,2,-1,0,unknown,false
46,technician,married,secondary,518,false,false,cellular,25,aug,68,6,-1,0,unknown,false
35,technician,married,secondary,5535,false,false,cellular,26,aug,0,15,-1,0,unknown,false
38,technician,married,secondary,0,false,false,cellular,28,aug,82,4,-1,0,unknown,false
31,technician,married,secondary,367,false,false,cellular,28,aug,79,17,-1,0,unknown,false
52,technician,married,secondary,64,false,false,telephone,29,aug,20,2,-1,0,unknown,false
56,technician,married,secondary,803,false,false,cellular,18,nov,432,2,-1,0,unknown,false
49,technician,married,secondary,8689,false,false,cellular,21,nov,586,1,-1,0,unknown,false
49,technician,married,secondary,5996,false,false,telephone,21,nov,345,2,-1,0,unknown,false
34,technician,married,tertiary,-624,false,false,telephone,2,feb,20,8,-1,0,unknown,false
39,technician,married,tertiary,101,false,false,cellular,3,apr,441,1,-1,0,unknown,false
47,technician,married,secondary,3519,false,true,telephone,22,may,152,1,-1,0,unknown,false
32,technician,married,tertiary,2688,false,false,cellular,18,aug,101,1,-1,0,unknown,false
44,technician,married,secondary,5102,false,false,cellular,23,sep,205,1,-1,0,unknown,false
49,technician,married,secondary,2400,false,false,cellular,21,oct,262,3,-1,0,unknown,false
44,unemployed,married,primary,51,false,false,cellular,30,jul,289,4,-1,0,unknown,false
44,unemployed,married,tertiary,178,false,false,cellular,8,aug,126,2,-1,0,unknown,false
48,unemployed,married,primary,0,false,false,cellular,21,nov,213,2,-1,0,unknown,false
36,unemployed,married,secondary,-35,false,false,cellular,30,jan,339,3,-1,0,unknown,false
57,unemployed,married,secondary,890,false,false,cellular,5,feb,343,4,-1,0,unknown,false
38,blue-collar,married,primary,668,false,false,unknown,8,may,238,1,-1,0,unknown,false
59,blue-collar,married,secondary,1376,false,true,unknown,9,may,61,4,-1,0,unknown,false
57,blue-collar,married,secondary,-353,false,true,unknown,29,may,26,3,-1,0,unknown,false
60,blue-collar,married,secondary,0,false,true,unknown,5,jun,124,1,-1,0,unknown,false
38,blue-collar,married,secondary,2836,false,false,unknown,6,jun,116,3,-1,0,unknown,false
38,blue-collar,married,secondary,0,false,false,unknown,6,jun,361,1,-1,0,unknown,false
45,blue-collar,married,primary,408,false,false,unknown,9,jun,253,2,-1,0,unknown,false
42,blue-collar,married,secondary,273,false,false,unknown,12,jun,315,1,-1,0,unknown,false
48,blue-collar,married,primary,0,false,false,unknown,17,jun,104,2,-1,0,unknown,false
56,blue-collar,married,secondary,3129,false,false,unknown,20,jun,33,6,-1,0,unknown,false
51,blue-collar,married,primary,720,false,false,cellular,7,jul,160,5,-1,0,unknown,false
25,blue-collar,married,secondary,267,false,false,cellular,7,jul,422,2,-1,0,unknown,false
56,blue-collar,married,primary,-160,false,false,cellular,9,jul,96,2,-1,0,unknown,false
51,blue-collar,married,unknown,1432,false,false,cellular,9,jul,388,1,-1,0,unknown,false
25,blue-collar,married,secondary,0,false,true,cellular,15,jul,1424,4,-1,0,unknown,true
29,blue-collar,married,secondary,723,false,true,cellular,17,jul,235,1,-1,0,unknown,false
33,blue-collar,married,secondary,137,false,true,cellular,18,jul,305,12,-1,0,unknown,false
40,blue-collar,married,secondary,755,false,false,cellular,23,jul,145,1,-1,0,unknown,false
31,blue-collar,married,secondary,0,false,false,telephone,23,jul,36,1,-1,0,unknown,false
47,blue-collar,married,secondary,3285,false,false,cellular,31,jul,248,5,-1,0,unknown,false
49,blue-collar,married,unknown,2635,false,false,cellular,7,aug,88,2,-1,0,unknown,false
47,blue-collar,married,primary,233,false,false,cellular,8,aug,293,3,-1,0,unknown,false
47,blue-collar,married,secondary,1021,false,false,cellular,13,aug,399,3,-1,0,unknown,false
45,blue-collar,married,unknown,850,false,false,cellular,19,aug,211,2,-1,0,unknown,false
47,blue-collar,married,primary,9346,false,false,cellular,22,aug,19,21,-1,0,unknown,false
49,blue-collar,married,primary,397,false,false,cellular,22,aug,263,1,-1,0,unknown,false
59,blue-collar,married,primary,63,false,false,cellular,22,aug,176,6,-1,0,unknown,false
47,blue-collar,married,primary,209,false,false,cellular,27,aug,77,6,-1,0,unknown,false
45,blue-collar,married,primary,85,false,false,cellular,29,aug,133,4,-1,0,unknown,false
47,blue-collar,married,secondary,310,false,false,cellular,19,nov,353,2,-1,0,unknown,false
42,blue-collar,married,unknown,2906,false,false,cellular,20,nov,350,1,-1,0,unknown,false
33,blue-collar,married,primary,925,false,false,cellular,20,nov,884,3,-1,0,unknown,false
43,blue-collar,married,primary,0,false,false,cellular,22,jun,570,3,-1,0,unknown,false
32,entrepreneur,married,primary,56,false,false,unknown,2,jun,389,1,-1,0,unknown,false
56,entrepreneur,married,unknown,575,false,false,unknown,20,jun,18,2,-1,0,unknown,false
33,entrepreneur,married,secondary,0,false,true,cellular,7,jul,224,4,-1,0,unknown,false
52,entrepreneur,married,secondary,10,false,true,cellular,17,jul,72,3,-1,0,unknown,false
59,entrepreneur,married,primary,222,false,false,cellular,18,nov,97,1,-1,0,unknown,false
47,entrepreneur,married,tertiary,0,false,false,telephone,18,nov,103,2,-1,0,unknown,false
62,entrepreneur,married,secondary,3904,false,false,telephone,29,jan,403,2,-1,0,unknown,true
40,self-employed,married,secondary,256,false,false,unknown,18,jun,30,1,-1,0,unknown,false
46,self-employed,married,secondary,0,false,true,telephone,25,jul,150,2,-1,0,unknown,false
45,self-employed,married,tertiary,-312,false,false,telephone,18,nov,46,4,-1,0,unknown,false
52,self-employed,married,secondary,3720,false,false,cellular,20,nov,114,2,-1,0,unknown,false
52,self-employed,married,tertiary,6657,false,false,telephone,30,apr,917,1,-1,0,unknown,true
29,admin.,married,secondary,2121,false,false,cellular,16,apr,281,1,342,2,other,false
78,retired,married,unknown,38,false,false,telephone,4,aug,156,1,1,3,other,false
60,management,married,primary,8334,false,false,cellular,18,jun,143,1,49,7,other,false
42,technician,married,secondary,2037,false,true,cellular,5,feb,135,1,8,1,other,false
43,self-employed,married,tertiary,3157,false,false,cellular,21,apr,381,2,330,17,other,false
65,retired,married,secondary,1370,false,false,cellular,12,nov,177,1,92,1,failure,false
66,retired,married,secondary,3409,false,false,cellular,19,oct,133,3,160,3,failure,false
35,housemaid,married,tertiary,11219,false,false,cellular,23,feb,135,1,195,3,failure,false
53,management,married,tertiary,1945,false,false,cellular,21,nov,22,4,106,7,failure,false
41,management,married,tertiary,2226,false,false,cellular,7,aug,182,2,99,1,failure,true
33,management,married,secondary,369,false,false,cellular,25,aug,83,1,92,3,failure,false
32,management,married,tertiary,1402,false,false,unknown,1,jun,52,1,557,2,failure,false
32,technician,married,secondary,660,false,false,cellular,25,oct,226,2,490,1,failure,true
37,unemployed,married,tertiary,7620,false,false,telephone,31,aug,164,3,98,3,failure,false
39,blue-collar,married,primary,3324,false,false,cellular,17,nov,96,1,131,1,failure,false
40,blue-collar,married,secondary,755,false,false,cellular,17,nov,408,1,117,1,failure,false
37,blue-collar,married,secondary,4321,false,false,cellular,22,feb,276,3,167,3,failure,false
50,entrepreneur,married,primary,199,false,false,cellular,11,may,228,2,363,2,failure,false
82,retired,married,primary,8603,false,false,cellular,22,oct,306,3,107,1,success,true
61,retired,married,unknown,209,false,false,cellular,16,nov,1011,1,94,4,success,false
64,retired,married,tertiary,1644,false,false,telephone,5,mar,341,4,179,4,success,true
61,retired,married,secondary,1058,false,false,cellular,27,oct,277,1,92,5,success,false
32,services,married,secondary,914,false,false,cellular,29,dec,434,1,197,1,success,false
33,management,married,tertiary,1778,false,false,cellular,26,may,134,1,103,1,success,false
48,management,married,secondary,2892,false,false,cellular,7,jul,407,1,385,1,success,true
47,management,married,tertiary,4693,false,true,cellular,12,nov,89,1,97,3,success,true
58,technician,married,secondary,7554,false,false,telephone,9,feb,167,1,469,1,success,false
37,technician,married,secondary,1458,false,false,cellular,22,mar,344,1,326,1,success,false
42,entrepreneur,married,secondary,707,false,false,cellular,1,jun,233,1,348,1,success,false
34,admin.,married,secondary,61,false,true,unknown,5,may,21,1,-1,0,unknown,false
58,admin.,married,unknown,4318,false,false,unknown,5,jun,307,2,-1,0,unknown,false
48,admin.,married,secondary,13551,false,false,unknown,11,jun,89,3,-1,0,unknown,false
36,admin.,married,secondary,1295,false,false,unknown,16,jun,232,3,-1,0,unknown,false
35,admin.,married,secondary,907,false,true,unknown,2,jul,97,4,-1,0,unknown,false
35,admin.,married,secondary,0,false,true,unknown,4,jul,105,3,-1,0,unknown,false
46,admin.,married,unknown,76,false,false,cellular,11,jul,181,2,-1,0,unknown,false
44,admin.,married,secondary,6,false,true,cellular,21,jul,114,2,-1,0,unknown,false
51,admin.,married,secondary,73,false,false,cellular,21,jul,195,1,-1,0,unknown,false
44,admin.,married,secondary,0,false,false,cellular,31,jul,209,1,-1,0,unknown,false
40,admin.,married,secondary,1412,false,false,cellular,31,jul,48,3,-1,0,unknown,false
46,admin.,married,secondary,44,false,false,cellular,6,aug,175,2,-1,0,unknown,false
47,admin.,married,secondary,3070,false,false,cellular,7,aug,663,4,-1,0,unknown,true
58,admin.,married,primary,0,false,false,cellular,19,aug,109,6,-1,0,unknown,false
56,admin.,married,secondary,1694,false,false,cellular,21,aug,793,10,-1,0,unknown,true
30,admin.,married,secondary,401,false,false,cellular,19,nov,50,1,-1,0,unknown,false
30,admin.,married,secondary,358,false,false,cellular,28,jan,156,2,-1,0,unknown,false
36,admin.,married,secondary,587,false,false,cellular,3,feb,248,2,-1,0,unknown,false
59,admin.,married,secondary,1089,false,false,telephone,3,feb,264,2,-1,0,unknown,false
33,admin.,married,secondary,920,false,false,cellular,30,apr,344,1,-1,0,unknown,true
39,admin.,married,unknown,3252,false,false,cellular,21,aug,298,1,-1,0,unknown,false
27,admin.,married,secondary,1596,false,false,cellular,1,sep,82,1,-1,0,unknown,true
45,admin.,married,secondary,2556,false,false,telephone,26,jan,196,2,-1,0,unknown,false
30,admin.,married,secondary,0,false,false,cellular,1,jun,318,1,-1,0,unknown,true
48,admin.,married,secondary,156,false,false,cellular,4,aug,291,1,-1,0,unknown,true
60,retired,married,tertiary,2261,false,false,unknown,9,jun,245,1,-1,0,unknown,false
47,retired,married,secondary,477,false,false,unknown,16,jun,68,3,-1,0,unknown,false
56,retired,married,secondary,6114,false,false,telephone,29,jul,168,2,-1,0,unknown,false
59,retired,married,secondary,997,false,true,cellular,11,aug,250,4,-1,0,unknown,false
55,retired,married,secondary,185,false,false,cellular,28,aug,26,4,-1,0,unknown,false
60,retired,married,secondary,0,false,false,cellular,3,feb,149,1,-1,0,unknown,false
62,retired,married,primary,1084,false,false,cellular,14,apr,505,1,-1,0,unknown,true
70,retired,married,secondary,1024,false,false,cellular,17,apr,278,1,-1,0,unknown,false
72,retired,married,primary,796,false,false,cellular,24,apr,173,2,-1,0,unknown,false
70,retired,married,unknown,4290,false,false,telephone,11,aug,172,2,-1,0,unknown,false
64,retired,married,tertiary,1644,false,false,telephone,7,sep,569,4,-1,0,unknown,true
74,retired,married,tertiary,4912,false,false,telephone,21,oct,129,3,-1,0,unknown,false
76,retired,married,primary,1492,false,false,telephone,3,nov,383,1,-1,0,unknown,true
80,retired,married,primary,155,false,false,telephone,9,dec,343,2,-1,0,unknown,true
59,unknown,married,primary,1470,false,false,unknown,5,jun,74,1,-1,0,unknown,false
51,unknown,married,secondary,0,false,false,cellular,13,aug,88,2,-1,0,unknown,false
48,unknown,married,unknown,3,false,false,cellular,19,aug,104,2,-1,0,unknown,false
55,unknown,married,primary,159,false,false,unknown,4,sep,15,1,-1,0,unknown,false
40,services,married,secondary,71,false,false,unknown,6,may,79,1,-1,0,unknown,false
41,services,married,primary,510,false,false,unknown,9,jun,316,2,-1,0,unknown,false
43,services,married,secondary,778,false,false,cellular,14,jul,619,2,-1,0,unknown,false
38,services,married,secondary,311,false,true,cellular,25,jul,114,12,-1,0,unknown,false
37,services,married,secondary,775,false,true,cellular,25,jul,1000,1,-1,0,unknown,true
32,services,married,secondary,-31,false,true,telephone,30,jul,96,6,-1,0,unknown,false
51,services,married,secondary,122,false,true,cellular,6,aug,499,2,-1,0,unknown,false
52,services,married,secondary,0,false,false,cellular,21,aug,202,4,-1,0,unknown,false
53,services,married,secondary,658,false,false,cellular,28,aug,18,25,-1,0,unknown,false
40,services,married,secondary,28,false,false,telephone,17,nov,48,1,-1,0,unknown,false
30,services,married,secondary,10667,false,false,cellular,20,nov,140,1,-1,0,unknown,false
30,services,married,tertiary,81,false,false,cellular,22,apr,145,1,-1,0,unknown,true
31,housemaid,married,primary,46,false,false,unknown,4,jul,126,4,-1,0,unknown,false
37,housemaid,married,primary,577,false,false,cellular,14,jul,76,2,-1,0,unknown,false
37,housemaid,married,secondary,-205,false,true,cellular,18,jul,199,1,-1,0,unknown,false
49,housemaid,married,secondary,183,false,false,cellular,25,jul,206,2,-1,0,unknown,false
37,housemaid,married,secondary,1558,false,false,cellular,6,aug,499,2,-1,0,unknown,false
49,housemaid,married,tertiary,443,false,false,cellular,8,aug,27,6,-1,0,unknown,false
51,housemaid,married,tertiary,990,false,false,telephone,21,aug,189,5,-1,0,unknown,false
55,housemaid,married,primary,1233,false,false,cellular,28,aug,97,2,-1,0,unknown,false
50,housemaid,married,primary,85,false,false,cellular,21,nov,714,1,-1,0,unknown,false
74,housemaid,married,unknown,161,false,false,telephone,2,apr,240,1,-1,0,unknown,false
57,housemaid,married,tertiary,2326,false,false,cellular,17,apr,378,1,-1,0,unknown,true
63,housemaid,married,primary,333,false,false,telephone,1,oct,321,1,-1,0,unknown,false
29,management,married,tertiary,16232,false,false,unknown,28,may,39,4,-1,0,unknown,false
42,management,married,tertiary,-409,false,false,unknown,3,jun,290,3,-1,0,unknown,false
59,management,married,tertiary,1574,false,false,unknown,11,jun,181,1,-1,0,unknown,false
48,management,married,secondary,397,false,false,unknown,11,jun,389,6,-1,0,unknown,false
55,management,married,unknown,179,false,false,unknown,19,jun,97,1,-1,0,unknown,false
43,management,married,unknown,0,false,false,unknown,20,jun,273,1,-1,0,unknown,false
42,management,married,secondary,4314,false,false,cellular,7,jul,214,1,-1,0,unknown,false
44,management,married,tertiary,773,false,true,cellular,9,jul,618,1,-1,0,unknown,false
54,management,married,secondary,1987,false,false,cellular,14,jul,219,3,-1,0,unknown,false
43,management,married,tertiary,704,false,false,cellular,18,jul,116,1,-1,0,unknown,false
58,management,married,tertiary,0,false,false,telephone,31,jul,27,16,-1,0,unknown,false
36,management,married,tertiary,0,false,true,cellular,4,aug,89,1,-1,0,unknown,false
42,management,married,tertiary,255,false,false,cellular,4,aug,302,2,-1,0,unknown,false
41,management,married,tertiary,1409,false,false,cellular,5,aug,138,1,-1,0,unknown,false
55,management,married,tertiary,0,false,false,cellular,6,aug,341,2,-1,0,unknown,false
39,management,married,tertiary,2666,false,false,cellular,7,aug,96,2,-1,0,unknown,false
42,management,married,tertiary,687,false,false,cellular,11,aug,667,2,-1,0,unknown,false
53,management,married,tertiary,0,false,false,cellular,11,aug,608,2,-1,0,unknown,true
33,management,married,tertiary,621,false,false,cellular,12,aug,913,5,-1,0,unknown,false
32,management,married,tertiary,1337,false,false,cellular,13,aug,283,2,-1,0,unknown,false
50,management,married,tertiary,4,false,false,cellular,13,aug,143,2,-1,0,unknown,false
56,management,married,tertiary,16377,false,false,cellular,13,aug,107,8,-1,0,unknown,false
54,management,married,tertiary,3797,false,false,telephone,18,aug,253,2,-1,0,unknown,false
42,management,married,tertiary,2137,false,false,cellular,19,aug,121,4,-1,0,unknown,false
58,management,married,tertiary,3228,false,false,cellular,19,aug,58,2,-1,0,unknown,false
46,management,married,tertiary,-3,false,false,cellular,25,aug,728,4,-1,0,unknown,false
35,management,married,tertiary,38,false,false,cellular,26,aug,194,8,-1,0,unknown,false
32,management,married,tertiary,678,false,false,cellular,28,aug,13,15,-1,0,unknown,false
56,management,married,primary,-346,false,true,cellular,18,nov,84,1,-1,0,unknown,false
36,management,married,secondary,6077,false,false,cellular,19,nov,227,1,-1,0,unknown,false
45,management,married,tertiary,3643,false,false,cellular,21,nov,162,1,-1,0,unknown,false
53,management,married,secondary,2693,false,false,cellular,21,nov,140,1,-1,0,unknown,false
41,management,married,tertiary,102,false,false,cellular,28,jan,244,1,-1,0,unknown,false
54,management,married,tertiary,1303,false,false,cellular,3,feb,1635,1,-1,0,unknown,true
39,management,married,secondary,2981,false,false,cellular,26,mar,200,1,-1,0,unknown,true
36,management,married,tertiary,926,false,false,cellular,14,apr,216,1,-1,0,unknown,true
54,management,married,tertiary,1168,false,false,telephone,4,may,150,5,-1,0,unknown,false
46,management,married,tertiary,0,false,false,cellular,15,jun,83,4,-1,0,unknown,false
61,management,married,secondary,967,false,false,cellular,20,aug,180,1,-1,0,unknown,false
42,management,married,tertiary,294,false,false,cellular,26,aug,513,1,-1,0,unknown,true
35,management,married,tertiary,358,false,false,unknown,27,jun,18,1,-1,0,unknown,false
38,management,married,tertiary,1199,false,false,cellular,3,aug,482,1,-1,0,unknown,true
56,technician,married,secondary,463,false,false,unknown,26,may,131,2,-1,0,unknown,false
46,technician,married,secondary,57,false,false,unknown,28,may,796,1,-1,0,unknown,true
59,technician,married,tertiary,4445,false,false,unknown,11,jun,96,7,-1,0,unknown,false
42,technician,married,secondary,2980,false,false,unknown,20,jun,101,3,-1,0,unknown,false
32,technician,married,tertiary,113,false,true,cellular,10,jul,68,1,-1,0,unknown,false
29,technician,married,unknown,2,false,false,cellular,15,jul,65,3,-1,0,unknown,false
41,technician,married,secondary,0,false,true,cellular,23,jul,107,1,-1,0,unknown,false
48,technician,married,secondary,10655,false,false,telephone,31,jul,5,3,-1,0,unknown,false
37,technician,married,secondary,5953,false,false,cellular,5,aug,1113,1,-1,0,unknown,false
35,technician,married,tertiary,118,false,false,cellular,6,aug,358,2,-1,0,unknown,false
60,technician,married,tertiary,804,false,false,cellular,7,aug,36,2,-1,0,unknown,false
32,technician,married,tertiary,3939,false,false,cellular,8,aug,209,2,-1,0,unknown,false
33,technician,married,secondary,1166,false,false,cellular,11,aug,90,3,-1,0,unknown,false
51,technician,married,secondary,52,false,false,cellular,13,aug,114,2,-1,0,unknown,false
42,technician,married,tertiary,1361,false,false,cellular,13,aug,75,5,-1,0,unknown,false
38,technician,married,secondary,167,false,false,cellular,14,aug,145,2,-1,0,unknown,false
45,technician,married,secondary,1629,false,false,cellular,18,aug,58,4,-1,0,unknown,false
47,technician,married,secondary,0,false,false,cellular,19,aug,203,2,-1,0,unknown,false
38,technician,married,secondary,565,false,false,cellular,20,aug,93,2,-1,0,unknown,false
41,technician,married,secondary,-4,false,false,cellular,20,aug,171,6,-1,0,unknown,false
30,technician,married,tertiary,0,false,false,cellular,21,aug,351,6,-1,0,unknown,false
44,technician,married,secondary,56,false,false,cellular,22,aug,148,8,-1,0,unknown,false
49,technician,married,secondary,5244,false,false,cellular,25,aug,60,4,-1,0,unknown,false
33,technician,married,secondary,-708,false,false,cellular,29,aug,93,2,-1,0,unknown,false
41,technician,married,secondary,1226,false,false,cellular,18,nov,261,1,-1,0,unknown,false
43,technician,married,secondary,576,false,false,cellular,2,feb,229,1,-1,0,unknown,false
41,technician,married,secondary,0,false,false,cellular,11,mar,101,1,-1,0,unknown,false
57,technician,married,tertiary,1103,false,false,cellular,4,may,399,2,-1,0,unknown,false
49,technician,married,secondary,1684,false,true,cellular,1,jun,412,2,-1,0,unknown,true
41,unemployed,married,secondary,0,false,false,cellular,31,jul,847,14,-1,0,unknown,false
57,unemployed,married,secondary,1681,false,false,cellular,18,nov,226,1,-1,0,unknown,false
39,unemployed,married,secondary,2245,false,false,cellular,21,nov,749,2,-1,0,unknown,true
40,unemployed,married,primary,69,false,true,cellular,4,feb,171,1,-1,0,unknown,false
41,unemployed,married,secondary,5608,false,false,cellular,9,feb,64,2,-1,0,unknown,false
55,unemployed,married,secondary,12,false,false,cellular,8,apr,167,1,-1,0,unknown,false
43,unemployed,married,secondary,775,false,false,cellular,30,apr,488,1,-1,0,unknown,false
56,unemployed,married,secondary,1350,false,false,cellular,2,jun,211,1,-1,0,unknown,false
50,unemployed,married,secondary,3357,false,false,cellular,9,jun,239,4,-1,0,unknown,true
43,blue-collar,married,secondary,-7,false,false,unknown,8,may,70,1,-1,0,unknown,false
42,blue-collar,married,secondary,130,false,false,unknown,2,jun,180,3,-1,0,unknown,false
47,blue-collar,married,primary,0,false,false,unknown,5,jun,148,2,-1,0,unknown,false
58,blue-collar,married,secondary,25,false,false,unknown,9,jun,486,3,-1,0,unknown,true
36,blue-collar,married,secondary,7265,false,false,unknown,17,jun,243,1,-1,0,unknown,false
55,blue-collar,married,primary,761,false,false,unknown,18,jun,67,1,-1,0,unknown,false
42,blue-collar,married,primary,832,false,false,unknown,20,jun,13,14,-1,0,unknown,false
51,blue-collar,married,secondary,0,false,true,unknown,3,jul,109,1,-1,0,unknown,false
29,blue-collar,married,primary,707,false,false,cellular,7,jul,210,1,-1,0,unknown,false
59,blue-collar,married,primary,625,false,false,cellular,9,jul,133,1,-1,0,unknown,false
33,blue-collar,married,secondary,66,false,false,cellular,10,jul,182,1,-1,0,unknown,false
37,blue-collar,married,primary,20,false,true,telephone,15,jul,469,4,-1,0,unknown,false
